cluster_id,application_id,app_number,start_time,end_time,duration_sec
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:19:50,2015-09-01 18:19:50,0.0
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:45:52,2016-04-07 11:28:11,2539.0
1448006111297,application_1448006111297_0138,0138,2016-04-07 12:15:41,2016-04-07 12:22:08,387.0
1460011102909,application_1460011102909_0176,0176,2016-07-26 12:02:27,2016-07-26 12:19:25,1018.0
1472621869829,application_1472621869829_0081,0081,2016-09-09 07:44:12,2016-09-09 07:44:12,0.0
1472621869829,application_1472621869829_0082,0082,2016-09-09 07:45:59,2016-09-09 07:45:59,0.0
1472621869829,application_1472621869829_0083,0083,2016-09-09 07:47:08,2016-09-09 07:47:09,1.0
1472621869829,application_1472621869829_0084,0084,2016-09-09 07:48:49,2016-09-09 07:48:49,0.0
1472621869829,application_1472621869829_0085,0085,2016-09-09 07:51:44,2016-09-09 07:51:44,0.0
1472621869829,application_1472621869829_0086,0086,2016-09-09 07:53:05,2016-09-09 07:53:05,0.0
1472621869829,application_1472621869829_0087,0087,2016-09-09 08:05:19,2016-09-09 08:05:19,0.0
1472621869829,application_1472621869829_0088,0088,2016-09-09 10:07:06,2016-09-09 10:07:06,0.0
1474351042505,application_1474351042505_2578,2578,2016-11-19 00:59:04,2016-11-19 00:59:04,0.0
1485248649253,application_1485248649253_0001,0001,2017-01-24 17:00:35,2017-01-24 17:13:19,764.0
1485248649253,application_1485248649253_0002,0002,2017-02-01 15:53:06,2017-02-02 03:30:45,41859.0
1485248649253,application_1485248649253_0003,0003,2017-02-09 19:44:28,2017-02-09 19:56:53,745.0
1485248649253,application_1485248649253_0004,0004,2017-02-09 19:56:42,2017-02-09 20:03:43,421.0
1485248649253,application_1485248649253_0005,0005,2017-02-09 20:17:54,2017-02-09 20:25:41,467.0
1485248649253,application_1485248649253_0006,0006,2017-02-09 20:36:18,2017-02-09 20:44:05,467.0
1485248649253,application_1485248649253_0007,0007,2017-03-14 20:57:10,2017-03-14 21:11:24,854.0
1485248649253,application_1485248649253_0008,0008,2017-03-14 21:00:32,2017-03-14 21:13:59,807.0
1485248649253,application_1485248649253_0009,0009,2017-03-14 21:03:00,2017-03-14 21:14:41,701.0
1485248649253,application_1485248649253_0010,0010,2017-03-14 21:11:59,2017-03-14 21:21:44,585.0
1485248649253,application_1485248649253_0011,0011,2017-03-14 21:13:45,2017-03-14 21:22:44,539.0
1485248649253,application_1485248649253_0012,0012,2017-03-14 21:22:21,2017-03-14 21:31:20,539.0
1485248649253,application_1485248649253_0014,0014,2017-03-14 21:24:48,2017-03-14 21:31:23,395.0
1485248649253,application_1485248649253_0015,0015,2017-03-14 21:24:37,2017-03-14 21:33:36,539.0
1485248649253,application_1485248649253_0016,0016,2017-03-14 21:28:04,2017-03-14 21:32:46,282.0
1485248649253,application_1485248649253_0017,0017,2017-03-14 21:23:34,2017-03-14 21:38:38,904.0
1485248649253,application_1485248649253_0018,0018,2017-03-14 21:27:12,2017-03-14 21:40:13,781.0
1485248649253,application_1485248649253_0019,0019,2017-03-14 21:31:38,2017-03-14 21:46:41,903.0
1485248649253,application_1485248649253_0020,0020,2017-03-14 21:40:53,2017-03-14 21:46:10,317.0
1485248649253,application_1485248649253_0021,0021,2017-03-14 21:58:45,2017-03-14 21:58:45,0.0
1485248649253,application_1485248649253_0022,0022,2017-03-14 21:53:29,2017-03-14 22:08:33,904.0
1485248649253,application_1485248649253_0023,0023,2017-03-14 22:16:13,2017-03-14 22:36:35,1222.0
1485248649253,application_1485248649253_0024,0024,2017-03-14 22:28:07,2017-03-14 22:51:06,1379.0
1485248649253,application_1485248649253_0026,0026,2017-03-16 16:52:38,2017-03-16 16:57:20,282.0
1485248649253,application_1485248649253_0027,0027,2017-03-16 17:12:57,2017-03-16 17:26:44,827.0
1485248649253,application_1485248649253_0029,0029,2017-03-16 17:23:14,2017-03-16 17:40:38,1044.0
1485248649253,application_1485248649253_0030,0030,2017-03-16 20:13:51,2017-03-16 20:33:32,1181.0
1485248649253,application_1485248649253_0031,0031,2017-03-21 00:18:01,2017-03-21 00:23:21,320.0
1485248649253,application_1485248649253_0032,0032,2017-03-21 00:30:08,2017-03-21 00:35:42,334.0
1485248649253,application_1485248649253_0033,0033,2017-03-21 00:29:57,2017-03-21 00:36:52,415.0
1485248649253,application_1485248649253_0034,0034,2017-03-21 09:38:03,2017-03-21 09:48:24,621.0
1485248649253,application_1485248649253_0035,0035,2017-03-21 09:56:38,2017-03-21 10:30:24,2026.0
1485248649253,application_1485248649253_0036,0036,2017-03-21 11:43:42,2017-03-21 12:22:14,2312.0
1485248649253,application_1485248649253_0037,0037,2017-03-23 14:12:27,2017-03-23 14:36:47,1460.0
1485248649253,application_1485248649253_0038,0038,2017-03-23 14:41:09,2017-03-23 15:14:46,2017.0
1485248649253,application_1485248649253_0039,0039,2017-03-23 14:49:40,2017-03-23 15:23:34,2034.0
1485248649253,application_1485248649253_0040,0040,2017-03-23 15:49:39,2017-03-23 15:51:18,99.0
1485248649253,application_1485248649253_0041,0041,2017-03-23 16:06:11,2017-03-23 16:27:15,1264.0
1485248649253,application_1485248649253_0042,0042,2017-03-27 14:42:20,2017-03-27 15:18:26,2166.0
1485248649253,application_1485248649253_0043,0043,2017-03-27 19:37:32,2017-03-27 20:08:45,1873.0
1485248649253,application_1485248649253_0044,0044,2017-03-28 11:21:48,2017-03-28 11:39:47,1079.0
1485248649253,application_1485248649253_0045,0045,2017-03-28 11:41:30,2017-03-28 11:47:43,373.0
1485248649253,application_1485248649253_0046,0046,2017-03-28 11:53:48,2017-03-28 11:59:11,323.0
1485248649253,application_1485248649253_0047,0047,2017-03-28 15:18:21,2017-03-28 15:43:55,1534.0
1485248649253,application_1485248649253_0048,0048,2017-03-28 15:43:52,2017-03-28 16:08:38,1486.0
1485248649253,application_1485248649253_0049,0049,2017-03-28 17:13:52,2017-03-28 17:40:20,1588.0
1485248649253,application_1485248649253_0050,0050,2017-03-28 18:09:32,2017-03-28 18:43:08,2016.0
1485248649253,application_1485248649253_0051,0051,2017-03-29 10:10:19,2017-03-29 10:10:19,0.0
1485248649253,application_1485248649253_0052,0052,2017-03-29 09:56:05,2017-03-29 10:11:36,931.0
1485248649253,application_1485248649253_0053,0053,2017-03-29 17:20:23,2017-03-29 17:45:50,1527.0
1485248649253,application_1485248649253_0054,0054,2017-03-29 17:24:07,2017-03-29 17:29:51,344.0
1485248649253,application_1485248649253_0055,0055,2017-03-29 17:39:49,2017-03-29 18:05:33,1544.0
1485248649253,application_1485248649253_0056,0056,2017-03-29 19:35:05,2017-03-29 20:02:22,1637.0
1485248649253,application_1485248649253_0057,0057,2017-03-29 21:19:41,2017-03-29 21:49:45,1804.0
1485248649253,application_1485248649253_0058,0058,2017-03-29 23:12:24,2017-03-29 23:17:39,315.0
1485248649253,application_1485248649253_0059,0059,2017-03-29 23:13:29,2017-03-30 00:32:02,4713.0
1485248649253,application_1485248649253_0060,0060,2017-03-29 23:24:40,2017-03-30 00:44:07,4767.0
1485248649253,application_1485248649253_0061,0061,2017-03-29 23:27:49,2017-03-30 00:03:07,2118.0
1485248649253,application_1485248649253_0062,0062,2017-04-11 23:05:16,2017-04-11 23:12:31,435.0
1485248649253,application_1485248649253_0063,0063,2017-04-13 22:01:39,2017-04-14 01:23:39,12120.0
1485248649253,application_1485248649253_0064,0064,2017-04-13 20:10:43,2017-04-13 20:49:17,2314.0
1485248649253,application_1485248649253_0066,0066,2017-04-13 21:06:20,2017-04-13 21:13:42,442.0
1485248649253,application_1485248649253_0067,0067,2017-04-13 21:18:23,2017-04-13 22:07:06,2923.0
1485248649253,application_1485248649253_0068,0068,2017-04-13 22:00:26,2017-04-13 23:59:39,7153.0
1485248649253,application_1485248649253_0070,0070,2017-04-13 22:33:21,2017-04-13 23:25:42,3141.0
1485248649253,application_1485248649253_0071,0071,2017-04-13 23:18:47,2017-04-14 00:33:51,4504.0
1485248649253,application_1485248649253_0072,0072,2017-04-20 14:23:24,2017-04-20 16:25:57,7353.0
1485248649253,application_1485248649253_0073,0073,2017-04-25 18:57:45,2017-04-25 21:54:35,10610.0
1485248649253,application_1485248649253_0074,0074,2017-05-02 13:16:24,2017-05-02 15:17:30,7266.0
1485248649253,application_1485248649253_0075,0075,2017-05-08 09:30:26,2017-05-08 10:25:51,3325.0
1485248649253,application_1485248649253_0076,0076,2017-05-08 10:48:46,2017-05-08 13:05:34,8208.0
1485248649253,application_1485248649253_0077,0077,2017-06-06 20:54:33,2017-06-06 21:12:14,1061.0
1485248649253,application_1485248649253_0078,0078,2017-06-06 21:07:33,2017-06-06 21:18:25,652.0
1485248649253,application_1485248649253_0080,0080,2017-06-06 21:01:11,2017-06-06 21:18:53,1062.0
1485248649253,application_1485248649253_0081,0081,2017-06-06 21:08:20,2017-06-06 21:17:33,553.0
1485248649253,application_1485248649253_0082,0082,2017-06-06 21:01:51,2017-06-06 21:17:30,939.0
1485248649253,application_1485248649253_0083,0083,2017-06-06 21:02:12,2017-06-06 21:17:51,939.0
1485248649253,application_1485248649253_0084,0084,2017-06-06 21:02:33,2017-06-06 21:20:15,1062.0
1485248649253,application_1485248649253_0085,0085,2017-06-06 21:09:43,2017-06-06 21:18:32,529.0
1485248649253,application_1485248649253_0086,0086,2017-06-06 21:10:06,2017-06-06 21:18:55,529.0
1485248649253,application_1485248649253_0087,0087,2017-06-06 21:10:26,2017-06-06 21:19:40,554.0
1485248649253,application_1485248649253_0088,0088,2017-06-06 21:10:45,2017-06-06 21:21:37,652.0
1485248649253,application_1485248649253_0089,0089,2017-06-06 21:31:18,2017-06-06 21:42:09,651.0
1485248649253,application_1485248649253_0090,0090,2017-06-06 21:31:07,2017-06-06 21:48:49,1062.0
1485248649253,application_1485248649253_0091,0091,2017-06-06 21:40:19,2017-06-06 21:58:01,1062.0
1485248649253,application_1485248649253_0092,0092,2017-06-06 21:47:24,2017-06-06 22:05:06,1062.0
1485248649253,application_1485248649253_0093,0093,2017-06-06 21:53:19,2017-06-06 22:11:00,1061.0
1485248649253,application_1485248649253_0094,0094,2017-06-06 21:58:39,2017-06-06 22:16:21,1062.0
1485248649253,application_1485248649253_0095,0095,2017-06-06 22:04:59,2017-06-06 22:22:40,1061.0
1485248649253,application_1485248649253_0096,0096,2017-06-06 22:16:49,2017-06-06 22:34:30,1061.0
1485248649253,application_1485248649253_0097,0097,2017-06-07 15:06:08,2017-06-07 15:23:51,1063.0
1485248649253,application_1485248649253_0098,0098,2017-06-07 15:12:55,2017-06-07 15:30:38,1063.0
1485248649253,application_1485248649253_0099,0099,2017-06-07 15:32:33,2017-06-07 15:50:16,1063.0
1485248649253,application_1485248649253_0100,0100,2017-06-07 15:44:16,2017-06-07 16:01:59,1063.0
1485248649253,application_1485248649253_0101,0101,2017-06-07 16:09:39,2017-06-07 16:27:22,1063.0
1485248649253,application_1485248649253_0102,0102,2017-06-07 16:12:46,2017-06-07 16:30:30,1064.0
1485248649253,application_1485248649253_0103,0103,2017-06-07 16:22:48,2017-06-07 16:38:28,940.0
1485248649253,application_1485248649253_0104,0104,2017-06-07 16:38:30,2017-06-07 16:54:11,941.0
1485248649253,application_1485248649253_0105,0105,2017-06-07 16:43:18,2017-06-07 17:01:01,1063.0
1485248649253,application_1485248649253_0106,0106,2017-06-07 16:53:18,2017-06-07 17:09:24,966.0
1485248649253,application_1485248649253_0107,0107,2017-06-07 17:03:08,2017-06-07 17:20:52,1064.0
1485248649253,application_1485248649253_0108,0108,2017-06-08 09:47:01,2017-06-08 10:04:46,1065.0
1485248649253,application_1485248649253_0109,0109,2017-06-08 10:03:27,2017-06-08 10:12:44,557.0
1485248649253,application_1485248649253_0110,0110,2017-06-08 10:13:55,2017-06-08 10:29:24,929.0
1485248649253,application_1485248649253_0111,0111,2017-06-08 10:36:58,2017-06-08 10:53:05,967.0
1485248649253,application_1485248649253_0112,0112,2017-06-08 10:49:50,2017-06-08 11:05:56,966.0
1485248649253,application_1485248649253_0113,0113,2017-06-08 10:51:53,2017-06-08 11:07:59,966.0
1485248649253,application_1485248649253_0114,0114,2017-06-08 10:52:35,2017-06-08 11:08:42,967.0
1485248649253,application_1485248649253_0115,0115,2017-06-08 10:57:37,2017-06-08 11:13:43,966.0
1485248649253,application_1485248649253_0116,0116,2017-06-08 11:02:36,2017-06-08 11:18:42,966.0
1485248649253,application_1485248649253_0117,0117,2017-06-08 11:38:29,2017-06-08 11:47:47,558.0
1485248649253,application_1485248649253_0118,0118,2017-06-08 11:46:29,2017-06-08 12:04:13,1064.0
1485248649253,application_1485248649253_0119,0119,2017-06-08 11:57:01,2017-06-08 12:07:56,655.0
1485248649253,application_1485248649253_0120,0120,2017-06-08 12:18:47,2017-06-08 12:29:43,656.0
1485248649253,application_1485248649253_0121,0121,2017-06-08 14:05:49,2017-06-08 14:23:34,1065.0
1485248649253,application_1485248649253_0122,0122,2017-06-08 14:16:42,2017-06-08 14:24:40,478.0
1485248649253,application_1485248649253_0123,0123,2017-06-08 14:22:50,2017-06-08 14:40:35,1065.0
1485248649253,application_1485248649253_0124,0124,2017-06-08 14:54:08,2017-06-08 15:09:51,943.0
1485248649253,application_1485248649253_0125,0125,2017-06-08 15:14:58,2017-06-08 15:25:53,655.0
1485248649253,application_1485248649253_0126,0126,2017-06-08 15:26:40,2017-06-08 15:47:00,1220.0
1485248649253,application_1485248649253_0127,0127,2017-06-08 15:46:29,2017-06-08 15:56:29,600.0
1485248649253,application_1485248649253_0128,0128,2017-06-08 15:49:10,2017-06-08 16:04:40,930.0
1485248649253,application_1485248649253_0129,0129,2017-06-08 16:51:57,2017-06-08 17:00:50,533.0
1485248649253,application_1485248649253_0130,0130,2017-06-08 17:05:51,2017-06-08 17:21:58,967.0
1485248649253,application_1485248649253_0131,0131,2017-06-08 17:46:42,2017-06-08 18:02:49,967.0
1485248649253,application_1485248649253_0132,0132,2017-06-08 22:32:54,2017-06-08 22:49:01,967.0
1485248649253,application_1485248649253_0133,0133,2017-06-09 09:18:56,2017-06-09 09:28:15,559.0
1485248649253,application_1485248649253_0134,0134,2017-06-09 10:11:46,2017-06-09 10:20:09,503.0
1485248649253,application_1485248649253_0135,0135,2017-06-09 10:34:01,2017-06-09 10:41:03,422.0
1485248649253,application_1485248649253_0136,0136,2017-06-09 11:05:05,2017-06-09 11:20:50,945.0
1485248649253,application_1485248649253_0137,0137,2017-06-09 13:48:52,2017-06-09 14:05:01,969.0
1485248649253,application_1485248649253_0138,0138,2017-06-09 15:10:51,2017-06-09 15:26:59,968.0
1485248649253,application_1485248649253_0139,0139,2017-06-09 15:52:59,2017-06-09 16:09:08,969.0
1485248649253,application_1485248649253_0140,0140,2017-06-09 16:25:51,2017-06-09 16:35:11,560.0
1485248649253,application_1485248649253_0141,0141,2017-06-09 16:58:04,2017-06-09 17:07:24,560.0
1485248649253,application_1485248649253_0142,0142,2017-06-09 17:25:59,2017-06-09 17:46:29,1230.0
1485248649253,application_1485248649253_0143,0143,2017-06-09 17:25:17,2017-06-09 17:41:25,968.0
1485248649253,application_1485248649253_0144,0144,2017-06-09 18:52:20,2017-06-09 19:08:29,969.0
1485248649253,application_1485248649253_0145,0145,2017-06-09 19:02:56,2017-06-09 19:19:05,969.0
1485248649253,application_1485248649253_0146,0146,2017-06-09 19:45:45,2017-06-09 20:01:54,969.0
1485248649253,application_1485248649253_0147,0147,2017-06-09 20:22:57,2017-06-09 20:39:06,969.0
1485248649253,application_1485248649253_0148,0148,2017-06-09 20:49:37,2017-06-09 21:05:46,969.0
1485248649253,application_1485248649253_0149,0149,2017-06-09 22:11:58,2017-06-09 22:28:08,970.0
1485248649253,application_1485248649253_0150,0150,2017-06-10 15:00:49,2017-06-10 15:09:47,538.0
1485248649253,application_1485248649253_0151,0151,2017-06-10 15:02:07,2017-06-10 15:11:06,539.0
1485248649253,application_1485248649253_0152,0152,2017-06-10 15:03:27,2017-06-10 15:12:49,562.0
1485248649253,application_1485248649253_0153,0153,2017-06-10 14:58:01,2017-06-10 15:13:49,948.0
1485248649253,application_1485248649253_0154,0154,2017-06-10 15:06:10,2017-06-10 15:15:08,538.0
1485248649253,application_1485248649253_0155,0155,2017-06-10 15:01:02,2017-06-10 15:17:13,971.0
1485248649253,application_1485248649253_0156,0156,2017-06-10 15:02:27,2017-06-10 15:18:14,947.0
1485248649253,application_1485248649253_0157,0157,2017-06-10 15:10:39,2017-06-10 15:20:01,562.0
1485248649253,application_1485248649253_0158,0158,2017-06-10 15:06:03,2017-06-10 15:22:13,970.0
1485248649253,application_1485248649253_0159,0159,2017-06-10 15:07:27,2017-06-10 15:23:15,948.0
1485248649253,application_1485248649253_0160,0160,2017-06-10 15:09:03,2017-06-10 15:24:36,933.0
1485248649253,application_1485248649253_0161,0161,2017-06-10 15:10:20,2017-06-10 15:26:07,947.0
1485248649253,application_1485248649253_0162,0162,2017-06-10 15:11:49,2017-06-10 15:27:59,970.0
1485248649253,application_1485248649253_0163,0163,2017-06-10 15:20:51,2017-06-10 15:29:16,505.0
1485248649253,application_1485248649253_0164,0164,2017-06-10 15:14:39,2017-06-10 15:28:43,844.0
1485248649253,application_1485248649253_0165,0165,2017-06-10 15:16:16,2017-06-10 15:32:03,947.0
1485248649253,application_1485248649253_0166,0166,2017-06-10 15:17:51,2017-06-10 15:34:02,971.0
1485248649253,application_1485248649253_0167,0167,2017-06-10 15:19:24,2017-06-10 15:35:11,947.0
1485248649253,application_1485248649253_0168,0168,2017-06-10 15:21:00,2017-06-10 15:35:04,844.0
1485248649253,application_1485248649253_0169,0169,2017-06-10 15:22:41,2017-06-10 15:38:52,971.0
1485248649253,application_1485248649253_0170,0170,2017-06-10 15:24:40,2017-06-10 15:40:14,934.0
1485248649253,application_1485248649253_0171,0171,2017-06-10 15:34:31,2017-06-10 15:48:46,855.0
1485248649253,application_1485248649253_0172,0172,2017-06-10 20:43:44,2017-06-10 20:45:49,125.0
1485248649253,application_1485248649253_0173,0173,2017-07-27 11:42:01,2017-07-27 11:59:40,1059.0
1485248649253,application_1485248649253_0174,0174,2017-07-27 14:36:10,2017-07-27 14:53:35,1045.0
1485248649253,application_1485248649253_0175,0175,2017-07-27 14:35:33,2017-07-27 14:45:51,618.0
1485248649253,application_1485248649253_0176,0176,2017-07-27 14:42:17,2017-07-27 14:52:05,588.0
1485248649253,application_1485248649253_0177,0177,2017-07-27 15:10:01,2017-07-27 15:19:06,545.0
1485248649253,application_1485248649253_0178,0178,2017-07-27 15:02:58,2017-07-27 15:20:38,1060.0
1485248649253,application_1485248649253_0179,0179,2017-07-27 15:23:07,2017-07-27 15:31:35,508.0
1485248649253,application_1485248649253_0180,0180,2017-07-27 15:14:52,2017-07-27 15:32:31,1059.0
1485248649253,application_1485248649253_0181,0181,2017-07-27 20:26:03,2017-07-27 20:35:52,589.0
1485248649253,application_1485248649253_0182,0182,2017-07-27 20:57:29,2017-07-27 21:15:10,1061.0
1485248649253,application_1485248649253_0183,0183,2017-07-27 21:08:33,2017-07-27 21:18:22,589.0
1485248649253,application_1485248649253_0184,0184,2017-07-27 21:05:13,2017-07-27 21:22:53,1060.0
1485248649253,application_1485248649253_0185,0185,2017-07-27 21:23:45,2017-07-27 21:33:34,589.0
1485248649253,application_1485248649253_0186,0186,2017-07-27 21:20:38,2017-07-27 21:38:19,1061.0
1485248649253,application_1485248649253_0187,0187,2017-07-27 21:27:19,2017-07-27 21:45:00,1061.0
